Fuente,Ibañez. Moya y Velásquez,Contraloria General de La república,Programa Mundial de Alimentos (PMA),Sindicato de trabajoders del Instituto Colombiano de Reforma Agraria,CODHES,Acción Social - Proyecto protección de tierras y Patrimonio de la población desplazada - PPTP,Movimiento Nacional de Víctimas de Estado (catastro alternativo)
hectáreas estimadas (millones),1.2,2.9,4,4.4,4.8,6.8,10
