Región ,Antioquia - Chocó,Bolivar - Córdoba - Sucre - Atlantico,Magdalena - Cesar - La Guajira - Norte de Santander,Cauca - Nariño - Putumayo - Caquetá - Buenaaventura,Tolima - Huila - Cundinamarca - Bogotá - Boyacá - Caldas - Santander - Vallle del Cauca - Risaralda - Quindio,Meta - Arauca - Guaviare - Casanare - Vichada - Vaupés - Guanía - Amazonas,
Hectáreas,1.831.582,1.151.771,737.577,1.522.261,543.918,1.286.788,
