VIGENCIA,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
PERSONAS,6,10,5,186,123,213,106,180,245,506,799,1333,822,559,945,789,284,308,219,176,165,91,66,60,68,24,4,8,8
